,temp=0.01,temp=2.8664285714285715,temp=5.722857142857143,temp=8.579285714285716,temp=11.435714285714287,temp=14.292142857142858,temp=17.148571428571433,temp=20.005000000000003,temp=22.861428571428576,temp=25.71785714285715,temp=28.57428571428572,temp=31.43071428571429,temp=34.28714285714286,temp=37.143571428571434,temp=40.0
5078,1.0,0.25,0.625,0.125,0.25,0.125,0.25,0.0,0.0,0.25,0.125,0.25,0.75,0.0,0.25
5079,1.0,0.25,0.625,0.125,0.125,0.0,0.125,0.125,0.125,0.125,0.25,0.125,0.625,0.125,0.375
5080,1.0,0.375,0.5,0.25,0.25,0.125,0.0,0.0,0.0,0.25,0.125,0.25,0.5,0.0,0.25
5081,1.0,0.375,0.5,0.125,0.375,0.25,0.125,0.125,0.125,0.125,0.25,0.125,0.625,0.125,0.125
5082,1.0,0.5,0.5,0.25,0.5,0.125,0.25,0.25,0.0,0.0,0.125,0.0,0.5,0.25,0.0
5083,1.0,0.625,0.5,0.125,0.375,0.25,0.125,0.125,0.125,0.125,0.0,0.125,0.375,0.125,0.125
5084,1.0,0.75,0.375,0.25,0.25,0.375,0.25,0.25,0.0,0.0,0.125,0.0,0.25,0.25,0.0
5085,1.0,0.75,0.375,0.375,0.125,0.25,0.125,0.125,0.125,0.125,0.25,0.125,0.125,0.25,0.125
5086,1.0,0.75,0.5,0.5,0.0,0.375,0.25,0.25,0.125,0.0,0.25,0.0,0.0,0.125,0.0
5087,1.0,0.75,0.375,0.375,0.125,0.5,0.125,0.375,0.0,0.125,0.125,0.125,0.125,0.0,0.125
5088,1.0,0.75,0.375,0.5,0.0,0.375,0.0,0.25,0.125,0.25,0.25,0.25,0.25,0.125,0.25
5089,1.0,0.875,0.5,0.5,0.125,0.5,0.125,0.25,0.0,0.25,0.125,0.125,0.125,0.0,0.125
5090,1.0,0.875,0.625,0.5,0.0,0.375,0.25,0.375,0.125,0.125,0.0,0.0,0.0,0.125,0.25
5091,1.0,0.875,0.625,0.625,0.125,0.375,0.125,0.25,0.0,0.0,0.125,0.125,0.125,0.0,0.375
5092,1.0,0.875,0.625,0.5,0.0,0.25,0.0,0.375,0.125,0.125,0.25,0.25,0.25,0.125,0.25
5093,1.0,0.875,0.5,0.625,0.125,0.375,0.125,0.25,0.0,0.0,0.125,0.125,0.375,0.0,0.125
5094,1.0,0.875,0.375,0.5,0.25,0.5,0.0,0.375,0.125,0.125,0.0,0.0,0.25,0.125,0.0
5095,1.0,0.875,0.375,0.375,0.125,0.625,0.125,0.25,0.0,0.0,0.125,0.125,0.125,0.25,0.125
5096,1.0,0.875,0.25,0.375,0.25,0.5,0.25,0.375,0.125,0.125,0.25,0.25,0.125,0.125,0.25
5097,1.0,0.75,0.375,0.25,0.125,0.5,0.375,0.25,0.25,0.25,0.375,0.375,0.25,0.0,0.125
5098,1.0,0.875,0.375,0.375,0.0,0.5,0.5,0.375,0.125,0.375,0.25,0.25,0.125,0.125,0.25
5099,1.0,0.875,0.5,0.25,0.125,0.625,0.375,0.25,0.25,0.25,0.125,0.125,0.0,0.0,0.125
5100,1.0,0.875,0.375,0.125,0.25,0.75,0.25,0.375,0.375,0.375,0.0,0.0,0.125,0.125,0.0
5101,1.0,1.0,0.25,0.0,0.125,0.625,0.125,0.25,0.25,0.25,0.125,0.125,0.25,0.0,0.125
5102,1.0,1.0,0.125,0.125,0.25,0.5,0.0,0.375,0.125,0.125,0.0,0.25,0.125,0.125,0.0
5103,1.0,1.0,0.25,0.0,0.125,0.375,0.125,0.25,0.0,0.0,0.125,0.125,0.0,0.25,0.125
5104,1.0,1.0,0.125,0.0,0.25,0.25,0.25,0.125,0.125,0.125,0.0,0.0,0.125,0.125,0.25
5105,1.0,1.0,0.25,0.125,0.125,0.375,0.375,0.0,0.25,0.0,0.125,0.125,0.25,0.25,0.375
5106,1.0,1.0,0.125,0.25,0.0,0.5,0.25,0.125,0.125,0.125,0.0,0.0,0.125,0.375,0.25
5107,1.0,1.0,0.0,0.25,0.0,0.375,0.125,0.25,0.125,0.0,0.125,0.125,0.0,0.25,0.125
5108,1.0,1.0,0.0,0.25,0.125,0.25,0.125,0.375,0.0,0.125,0.0,0.25,0.125,0.375,0.0
5109,1.0,1.0,0.125,0.375,0.0,0.125,0.0,0.25,0.125,0.25,0.125,0.125,0.0,0.5,0.125
5110,1.0,1.0,0.0,0.25,0.125,0.0,0.125,0.125,0.0,0.125,0.25,0.0,0.125,0.375,0.0
5111,1.0,1.0,0.125,0.125,0.0,0.125,0.25,0.25,0.0,0.0,0.125,0.125,0.25,0.5,0.125
5112,1.0,1.0,0.25,0.0,0.125,0.0,0.125,0.125,0.125,0.0,0.25,0.0,0.125,0.375,0.25
5113,1.0,1.0,0.25,0.125,0.0,0.125,0.125,0.0,0.0,0.125,0.25,0.125,0.0,0.5,0.375
5114,1.0,1.0,0.375,0.25,0.125,0.0,0.0,0.125,0.125,0.25,0.375,0.0,0.125,0.375,0.25
5115,1.0,1.0,0.375,0.125,0.25,0.125,0.125,0.0,0.25,0.375,0.375,0.125,0.25,0.25,0.125
5116,1.0,1.0,0.375,0.0,0.125,0.0,0.0,0.125,0.375,0.25,0.5,0.25,0.25,0.125,0.25
5117,1.0,1.0,0.25,0.0,0.125,0.125,0.125,0.25,0.375,0.125,0.375,0.125,0.375,0.0,0.125
5118,1.0,1.0,0.125,0.0,0.25,0.25,0.25,0.375,0.25,0.0,0.5,0.0,0.5,0.125,0.0
5119,1.0,1.0,0.25,0.125,0.375,0.125,0.375,0.25,0.375,0.125,0.375,0.125,0.375,0.25,0.125
5120,1.0,1.0,0.25,0.0,0.375,0.0,0.5,0.375,0.5,0.25,0.25,0.0,0.25,0.125,0.25
5121,1.0,1.0,0.375,0.125,0.25,0.125,0.375,0.375,0.5,0.375,0.375,0.125,0.125,0.0,0.125
5122,1.0,1.0,0.25,0.25,0.125,0.25,0.5,0.25,0.5,0.375,0.25,0.0,0.25,0.125,0.0
5123,1.0,1.0,0.375,0.375,0.125,0.125,0.625,0.125,0.375,0.25,0.375,0.125,0.25,0.25,0.125
5124,1.0,1.0,0.375,0.25,0.125,0.125,0.5,0.25,0.25,0.125,0.25,0.0,0.25,0.125,0.0
5125,1.0,1.0,0.375,0.125,0.125,0.0,0.5,0.375,0.125,0.0,0.375,0.125,0.125,0.25,0.125
5126,1.0,1.0,0.375,0.0,0.0,0.125,0.5,0.25,0.0,0.125,0.25,0.0,0.25,0.125,0.0
5127,1.0,1.0,0.25,0.125,0.125,0.125,0.5,0.125,0.125,0.25,0.375,0.125,0.125,0.25,0.125
5128,1.0,1.0,0.25,0.25,0.0,0.0,0.625,0.0,0.25,0.375,0.25,0.25,0.25,0.375,0.25
